Database,Schema,Table,Column,Data_Type,CONVERT,Size,Precision_Scale,is_nullable,Description,Trigger,MASK,USE?
Envio,dba,COMISION_DELIVERY,ID_CURRENCY_SOURCE,varchar,,2,0/0,FALSE,"Originator Currency; Refers to CURRENCY table (ex. D: Dollar, CL: Pesos...)",,,
Envio,dba,COMISION_DELIVERY,ID_MAIN_BRANCH,char,,4,0/0,FALSE,Foreign key to dba.group_branch table,,,
Envio,dba,COMISION_DELIVERY,ID_MODO_PAGO,char,,2,0/0,FALSE,,,,
Envio,dba,COMISION_DELIVERY,MOD_PAY_CURRENCY,char,N,1,0/0,FALSE,,,,
Envio,dba,COMISION_DELIVERY,PORCENT_AGENTE,numeric,,9,38/38,FALSE,,,,
Envio,dba,COMISION_DELIVERY,PORCENT_COMP,numeric,,9,38/38,FALSE,,,,
Envio,dba,COMISION_DELIVERY,PORCENT_COMPANY_COMM_B,numeric,,9,38/38,TRUE,,,,
Envio,dba,COMISION_DELIVERY,PORCENT_CUSTOMER_COMM_B,numeric,,9,38/38,TRUE,,,,
Envio,dba,COMISION_DELIVERY,RANGE_BEGIN,numeric,,9,38/38,FALSE,,,,
Envio,dba,COMISION_DELIVERY,RANGE_END,numeric,,9,38/38,FALSE,,,,
Envio,dba,COMPANY,ADRRESS_COMPANY,char,,60,0/0,FALSE,Viamericas company address,,,
Envio,dba,COMPANY,ALIAS_COMPANY,char,,40,0/0,TRUE,Viamericas company alias,,,
Envio,dba,COMPANY,FAX_COMPANY,numeric,,9,38/38,TRUE,Viamericas company fax number,,,
Envio,dba,COMPANY,GROUP_COMPANY,char,,30,0/0,TRUE,Viamericas company group,,,
Envio,dba,COMPANY,ID_CITY,char,Y,5,0/0,TRUE,Viamericas company city ID,,,
Envio,dba,COMPANY,ID_COMPANY,char,Y,6,0/0,FALSE,Viamericas company ID,,,
Envio,dba,COMPANY,ID_COUNTRY,char,Y,5,0/0,TRUE,Viamericas company country ID,,,
Envio,dba,COMPANY,ID_CURRENCY_SOURCE,varchar,,2,0/0,TRUE,Viamericas company currency source id,,,
Envio,dba,COMPANY,ID_STATE,char,Y,5,0/0,TRUE,Viamericas company state ID,,,
Envio,dba,COMPANY,MODEM_COMPANY,numeric,,9,38/38,TRUE,Viamericas company moden number,,,
Envio,dba,COMPANY,NAME_COMPANY,char,Y,40,0/0,FALSE,Viamericas company name,,,
Envio,dba,COMPANY,PHONE_COMPANY,numeric,,9,38/38,TRUE,Viamericas company phone number,,,
Envio,dba,COMPANY,POS_RECEIPT_HEADER_39CH_FILLED,varchar,,2000,0/0,TRUE,Viamericas company rceiipt text,,,
Envio,dba,COMPANY,TIN_NUMBER,varchar,,50,0/0,TRUE,Viamericas company TIN number,,,
Envio,dba,COMPANY,TIN_TYPE,varchar,,5,0/0,TRUE,Viamericas company TIN type,,,
Envio,dba,COMPANY,ZIP_COMPANY,numeric,,5,38/38,TRUE,Viamericas company Zip Code,,,
Envio,dba,COMPANY,ZIP_COMPANY_V,nvarchar,,40,0/0,TRUE,Viamericas company Zip Code,,,
Envio,dba,COMPANY,ZIP_COMPANY_V,sysname,,40,0/0,TRUE,Viamericas company Zip Code,,,
Envio,dba,CONCEPTO_CONTABLE,ALLOW_GENERAL_ENTRY,char,N,1,0/0,TRUE,"Allow general entry? : Y - Yes, N - No",,,
Envio,dba,CONCEPTO_CONTABLE,CATEGORY,char,Y,5,0/0,TRUE,"Accounting concept category, ex: AJUST, AGDEP, DEPCA",,,
Envio,dba,CONCEPTO_CONTABLE,GENERAL_ENTRY_DESC,varchar,,20,0/0,TRUE,General entry description,,,
Envio,dba,CONCEPTO_CONTABLE,ID_CONCEPTO_CONTABLE,char,Y,5,0/0,FALSE,Accounting concept ID,,,
Envio,dba,CONCEPTO_CONTABLE,IS_QB_ACCOUNT,char,N,1,0/0,TRUE,"Is QB account? : Y - Yes, N - No",,,
Envio,dba,CONCEPTO_CONTABLE,ISCOMISSION,bit,,1,1/0,TRUE,"Is Commision? : 1 - Yes, 0 - No",,,
Envio,dba,CONCEPTO_CONTABLE,ISEQUIVALENT,bit,,1,1/0,TRUE,"Is Equivalent? : 1 - Yes, 0 - No",,,
Envio,dba,CONCEPTO_CONTABLE,ISPAID,bit,,1,1/0,TRUE,"Is Paid? : 1 - Yes, 0 - No",,,
Envio,dba,CONCEPTO_CONTABLE,ISSENT,bit,,1,1/0,TRUE,"Is Sent? : 1 - Yes, 0 - No",,,
Envio,dba,CONCEPTO_CONTABLE,ISWIRE,bit,,1,1/0,TRUE,"Is Wire? : 1 - Yes, 0 - No",,,
Envio,dba,CONCEPTO_CONTABLE,NAME_CONCEPTO_CONTABLE,varchar,,50,0/0,FALSE,Accounting concept Name,,,
Envio,dba,CONCEPTO_CONTABLE,QB_ACCOUNT,varchar,,100,0/0,TRUE,QB Account,,,
Envio,dba,CONCEPTO_CONTABLE,STATEMENT_GROUP,varchar,,50,0/0,TRUE,Statement group name,,,
Envio,dba,CONCEPTO_CONTABLE,TIPO_CONCEPTO_CONTABLE,char,N,1,0/0,TRUE,"Accounting concept type: B, C, D",,,
Envio,Loyalty,core_product,id,bigint,,8,19/0,FALSE,Product ID,,,
Envio,Loyalty,core_product,name,nvarchar,,64,0/0,FALSE,Product name,,,
Envio,dba,COUNTRY,COD_MERCHANTRADE,varchar,,3,0/0,TRUE,,,,
Envio,dba,COUNTRY,DEFAULT_CURRENCY,varchar,,3,0/0,TRUE,"Default currency for this country 3 char code, ex : USD, COP",,,
Envio,dba,COUNTRY,DENY_DOLLAR_PAYMENT,bit,,1,1/0,FALSE,"Do not allow payment in Dollar currency : 1 = Deny, 0 = Allow",,,
Envio,dba,COUNTRY,FLAG_COUNTRY,char,N,1,0/0,TRUE,"Country status : A - Active, I - Inactive",,,
Envio,dba,COUNTRY,FLAG_SEND_MONEY,bit,,1,1/0,TRUE,"Does viamericas send money from this country? : 1 Yes, 0 or NULL - No",,,
Envio,dba,COUNTRY,FLAG_VIACASH,bit,,1,1/0,TRUE,"is VIACASH available for this country? 1 - Yes, 0 or NULL - No",,,
Envio,dba,COUNTRY,ID_COUNTRY,char,Y,5,0/0,FALSE,ID Country 3 Char,,,
Envio,dba,COUNTRY,IS_HIGHRISK,bit,,1,1/0,TRUE,"Is high risk country? 1 Yes, = - No",,,
Envio,dba,COUNTRY,IS_ISOCOUNTRY,bit,,1,1/0,TRUE,"Is ISO country? 1 - Yes, 0 - No",,,
Envio,dba,COUNTRY,IS_ORIGINATOR,bit,,1,1/0,TRUE,"Is Originator country? 1 - Yes, 0 - No",,,
Envio,dba,COUNTRY,IS_SPECIAL_OFFER,bit,,1,1/0,FALSE,"Is this country special offer? 1 - Yes, 0 - No",,,
Envio,dba,COUNTRY,ISO_C2,char,N,2,0/0,TRUE,ISO 2 char code,,,
Envio,dba,COUNTRY,ISO_C3,char,N,3,0/0,TRUE,ISO 3 char code,,,
Envio,dba,COUNTRY,ISO_N,char,N,3,0/0,TRUE,ISO number,,,
Envio,dba,COUNTRY,ISO_NAME,varchar,,50,0/0,TRUE,ISO country name,,,
Envio,dba,COUNTRY,LANG,char,,2,0/0,TRUE,Country Language 2 char code,,,
Envio,dba,COUNTRY,LONG_DISTANCE_CODE,varchar,,50,0/0,TRUE,"Code for long distance calls, ex 57 - Colombia, 1 - US",,,
Envio,dba,COUNTRY,NAME_COUNTRY,varchar,,40,0/0,FALSE,Country name,,,
Envio,dba,COUNTRY,NEW_RATE,char,,1,0/0,TRUE,,,,
Envio,dba,COUNTRY,PHONE_LENGHT,int,,4,10/0,TRUE,Phone number leng for this country,,,
Envio,dba,COUNTRY,RECEIVER_PHONE_REQUIRED,bit,,1,1/0,FALSE,"Is require receiver phone for this country? 1 - Yes, 0 - No",,,
Envio,dba,COUNTRY,REGION,varchar,,30,0/0,TRUE,"Region name ex, NORTH AMERICA, SOUTH AMERICA, EUROPE, ...",,,
Envio,dba,COUNTRY,REQUESTROUTING,bit,,1,1/0,TRUE,"Request routing number? 1 - Yes, 0 - No",,,
Envio,dba,CUENTA_BANCO,ACCNUMBER,varchar,,20,0/0,TRUE,account number,,,
Envio,dba,CUENTA_BANCO,DATE_APERTURA_CUENTA,datetime,,8,23/3,TRUE,Opening Date,,,
Envio,dba,CUENTA_BANCO,DEP_VIASALES,varchar,,200,0/0,TRUE,States managed,,,
Envio,dba,CUENTA_BANCO,DISPLAY_NAME,varchar,,40,0/0,TRUE,Bank account name to display on apps and reports,,,
Envio,dba,CUENTA_BANCO,GLACCOUNT,varchar,,50,0/0,TRUE,,,,
Envio,dba,CUENTA_BANCO,ID_BANCO,char,,20,0/0,FALSE,Bank ID,,,
Envio,dba,CUENTA_BANCO,ID_CUENTA_BANCO,char,,20,0/0,FALSE,Bank Account ID,,,
Envio,dba,CUENTA_BANCO,ID_CURRENCY,varchar,,2,0/0,TRUE,account currency id,,,
Envio,dba,CUENTA_BANCO,NAME_CUENTA_BANCO,varchar,,50,0/0,FALSE,Bank account name,,,
Envio,dba,CUENTA_BANCO,RECONCILED_TO,datetime,,8,23/3,FALSE,is reconciled until?,,,
Envio,dba,CUENTA_BANCO,ROUTING,varchar,,9,0/0,TRUE,account routing number,,,
Envio,dba,CUENTA_BANCO,TIPOCUENTAID,numeric,,5,38/38,TRUE,Account type ID,,,
Envio,dba,CUENTA_BANCO,VIACHECK,char,N,1,0/0,TRUE,"is ViaCehck? 1 - Yes, 0 - No",,,
Envio,dba,CURRENCY,ID_CURRENY,char,N,2,0/0,FALSE,Id Currency of country,,,
Envio,dba,CURRENCY,ISO_4217,char,,3,0/0,TRUE,Name currency,,,
Envio,dba,CURRENCY,ISO_CODE,char,,3,0/0,TRUE,id official currency of the country,,,
Envio,dba,CURRENCY,NAME_CURRENCY,varchar,,20,0/0,FALSE,Offical name currency of the country,,,
Envio,dba,CURRENCY,SECONDARY_CODE,varchar,,10,0/0,TRUE,id Secondary currency of the country,,,
Envio,dba,CURRENCY,SYMBOLS,nchar,,6,0/0,TRUE,Symbol currency of the country,,,
Envio,dba,CURRENCY_PURCHASE,AVAILABLE_AMOUNT,numeric,,9,38/38,TRUE,Available Amount for trader in Bought,,,
Envio,dba,CURRENCY_PURCHASE,BOUGHT_AMOUNT,numeric,,9,38/38,TRUE,Bought Amounth in pesos,,,
Envio,dba,CURRENCY_PURCHASE,CURRENCY,varchar,,2,0/0,FALSE,Id money country destination,,,
Envio,dba,CURRENCY_PURCHASE,EFFECTIVE_DATE,datetime,,8,23/3,TRUE,Date maturing of bought,,,
Envio,dba,CURRENCY_PURCHASE,ID_PURCHASE,numeric,,9,38/38,FALSE,Autoincremental record table  for bought,,,
Envio,dba,CURRENCY_PURCHASE,ID_TRADER,varchar,,10,0/0,FALSE,id trader group of payer,,,
Envio,dba,CURRENCY_PURCHASE,PURCHASE_DATE,datetime,,8,23/3,TRUE,Date of bought,,,
Envio,dba,CURRENCY_PURCHASE,PURCHASE_TYPE,char,Y,2,0/0,TRUE,Id type maturing of Bought,,,
Envio,dba,CURRENCY_PURCHASE,RATE,numeric,,9,38/38,TRUE,Cost of inventario bought (Pesos),,,
Envio,dba,CURRENCY_PURCHASE,VALIDATE,char,N,1,0/0,TRUE,Id validate (Y o N),,,
ViaChecks,dbo,customer_location,cid,int,,4,10/0,FALSE,,,,
ViaChecks,dbo,customer_location,decMaximoporCheque,decimal,,9,38/38,TRUE,,,,
ViaChecks,dbo,customer_location,decMaximoporDia,decimal,,9,38/38,TRUE,,,,
ViaChecks,dbo,customer_location,Endosar,bit,,1,1/0,TRUE,,,,
ViaChecks,dbo,customer_location,endoso_validado,numeric,,5,38/38,TRUE,,,,
ViaChecks,dbo,customer_location,envio_cartucho,datetime,,8,23/3,TRUE,,,,
ViaChecks,dbo,customer_location,fecha_endoso,datetime,,8,23/3,TRUE,,,,
ViaChecks,dbo,customer_location,fecha_fin_cartucho,datetime,,8,23/3,TRUE,,,,
ViaChecks,dbo,customer_location,id,int,,4,10/0,FALSE,,,,
ViaChecks,dbo,customer_location,Mensaje_endoso,int,,4,10/0,TRUE,,,,
ViaChecks,dbo,customer_location,mensaje_endoso_vc2,int,,4,10/0,TRUE,,,,
ViaChecks,dbo,customer_location,name,varchar,,32,0/0,TRUE,,,,
ViaChecks,dbo,customer_location,name,tAppName,,32,0/0,TRUE,,,,
ViaChecks,dbo,customer_location,representment,smallint,,2,5/0,TRUE,,,,
ViaChecks,dbo,customer_location,status,smallint,,2,5/0,TRUE,,,,
ViaChecks,dbo,customer_location,WSImageNet,bit,,1,1/0,TRUE,,,,
Envio,Loyalty,customers_customer,balance,bigint,,8,19/0,FALSE,,,,
Envio,Loyalty,customers_customer,date_of_first_transaction,date,,3,10/0,FALSE,,,,
Envio,Loyalty,customers_customer,date_to_be_expired,date,,3,10/0,TRUE,,,,
Envio,Loyalty,customers_customer,enrollment_date,datetime2,,8,27/7,FALSE,,,,
Envio,Loyalty,customers_customer,id,nvarchar,,128,0/0,FALSE,,,,
Envio,Loyalty,customers_customer,id,sysname,,128,0/0,FALSE,,,,
Envio,Loyalty,customers_customer,initial_bill_pay_per_quarter,numeric,,9,38/38,TRUE,,,,
Envio,Loyalty,customers_customer,initial_last_quarter_bill_pay,int,,4,10/0,TRUE,,,,
Envio,Loyalty,customers_customer,initial_last_quarter_remittances,int,,4,10/0,FALSE,,,,
Envio,Loyalty,customers_customer,initial_last_quarter_top_ups,int,,4,10/0,TRUE,,,,
Envio,Loyalty,customers_customer,initial_remittances_per_quarter,numeric,,9,38/38,TRUE,,,,
Envio,Loyalty,customers_customer,initial_top_ups_per_quarter,numeric,,9,38/38,TRUE,,,,
Envio,Loyalty,customers_customer,points_to_expire,int,,4,10/0,TRUE,,,,
Envio,Loyalty,customers_customer,product_id,nvarchar,,128,0/0,TRUE,,,,
Envio,Loyalty,customers_customer,product_id,sysname,,128,0/0,TRUE,,,,
Envio,Loyalty,customers_customer,status_points,int,,4,10/0,FALSE,,,,
Envio,Loyalty,customers_customer,teller_id,nvarchar,,128,0/0,TRUE,,,,
Envio,Loyalty,customers_customer,teller_id,sysname,,128,0/0,TRUE,,,,
Envio,Loyalty,customers_customer,total_points,bigint,,8,19/0,FALSE,,,,
Envio,dba,DEPOSIT_CODES,DEPOSIT_CODE,varchar,,20,0/0,FALSE,,,,
Envio,dba,DEPOSIT_CODES,ID_BANCO,char,Y,20,0/0,FALSE,,,,
Envio,dba,DEPOSIT_CODES,ID_BRANCH,char,Y,10,0/0,FALSE,"ID of the BRACH , foreign key to dba.branch",,,
Envio,dba,DEPOSIT_CODES,ID_CUENTA_BANCO,char,Y,20,0/0,FALSE,,,,
Envio,dba,DEPOSIT_CODES,SUBACCOUNT,varchar,,100,0/0,TRUE,,,,
Envio,dba,DEPOSIT_CODES,UPDATED,datetime,,8,23/3,TRUE,,,,
Envio,dba,FLAG_BRANCH,ID_FLAG_BRANCH,char,Y,1,0/0,FALSE,Flag ID,,,
Envio,dba,FLAG_BRANCH,NAME_FLAG_BRANCH,char,Y,40,0/0,FALSE,Flag descrition,,,
Envio,dba,FLAG_RECEIVER,id_flag_receiver,char,N,1,0/0,FALSE,the Flag Receiver ID,,,
Envio,dba,FLAG_RECEIVER,NAME_FLAG_RECEIVER,char,N,40,0/0,FALSE,the Flag Receiver name,,,
Envio,dba,FOREX_FEED_MARKET,FEED_ASK,numeric,,9,38/38,TRUE,Value ask of cost marcket,,,
Envio,dba,FOREX_FEED_MARKET,FEED_BID,numeric,,9,38/38,TRUE,Value bid of cost marcket,,,
Envio,dba,FOREX_FEED_MARKET,FEED_DATE,datetime,,8,23/3,FALSE,Date of record of market,,,
Envio,dba,FOREX_FEED_MARKET,FEED_ID,int,,4,10/0,FALSE,Autoincremental record in table,,,
Envio,dba,FOREX_FEED_MARKET,FEED_PRICE,numeric,,9,38/38,TRUE,Spred between ask and bid,,,
Envio,dba,FOREX_FEED_MARKET,FEED_REMAINING,varchar,,20,0/0,TRUE,id date in number,,,
Envio,dba,FOREX_FEED_MARKET,FEED_SOURCE,varchar,,50,0/0,TRUE,Source page web services request,,,
Envio,dba,FOREX_FEED_MARKET,FEED_TIME,varchar,,20,0/0,TRUE,id date in number,,,
Envio,dba,FOREX_FEED_MARKET,SYMBOL,varchar,,6,0/0,FALSE,Id symbol of market,,,
Envio,Fraud,Fraud_Vectors_V2_1,%TX_BRANCITY,numeric,,13,38/38,TRUE,Transaction percentage per sender and branch city,,,
Envio,Fraud,Fraud_Vectors_V2_1,ADDRESS_RECEIVER_TRANSACTION_COUNT,int,,4,10/0,TRUE,How many transactions has the reciver address received before,,,
Envio,Fraud,Fraud_Vectors_V2_1,BRANCH_MINUTES_SINCE_LAST_TRANSACTION,int,,4,10/0,TRUE,Minutes since previous branch transaction,,,
Envio,Fraud,Fraud_Vectors_V2_1,BRANCH_WORKING_DAYS,int,,4,10/0,TRUE,How many days have been the branch working with Viamericas,,,
Envio,Fraud,Fraud_Vectors_V2_1,DATE_CREATED,datetime,,8,23/3,FALSE,Date when the row was created,,,
Envio,Fraud,Fraud_Vectors_V2_1,HOUR_SENDER,int,,4,10/0,TRUE,Hour of the days when the transaction was created,,,
Envio,Fraud,Fraud_Vectors_V2_1,ID,bigint,,8,19/0,FALSE,"Consecutive number, primary key",,,
Envio,Fraud,Fraud_Vectors_V2_1,ID_BRANCH,varchar,,10,0/0,TRUE,Branch ID where the transaction was made,,,
Envio,Fraud,Fraud_Vectors_V2_1,ID_COUNTRY_RECEIVER,varchar,,5,0/0,TRUE,Receiver country,,,
Envio,Fraud,Fraud_Vectors_V2_1,ID_RECEIVER,numeric,,9,38/38,TRUE,Consecutive number of the transaction per Branch,,,
Envio,Fraud,Fraud_Vectors_V2_1,ID_SALES_REPRESENTATIVE,varchar,,100,0/0,TRUE,Viamericas sales representative id for the location,,,
Envio,Fraud,Fraud_Vectors_V2_1,IDLOCATION_FRAUD,numeric,,13,38/38,TRUE,Fraud percentage per Location ID,,,
Envio,Fraud,Fraud_Vectors_V2_1,IDPAYER_FRAUD,numeric,,13,38/38,TRUE,how many frauds have been the payer involved on that location,,,
Envio,Fraud,Fraud_Vectors_V2_1,IN_RANGE,int,,4,10/0,TRUE,The transaction amount is in the range of the min and max amount the sender have sent in history,,,
Envio,Fraud,Fraud_Vectors_V2_1,MODE_PAY_RECEIVER,varchar,,1,0/0,TRUE,Transaction Payment Mode,,,
Envio,Fraud,Fraud_Vectors_V2_1,NET_AMOUNT_RECEIVER,numeric,,9,38/38,TRUE,Amount sent,,,
Envio,Fraud,Fraud_Vectors_V2_1,PAYOUT_0,int,,4,10/0,TRUE,"payout method - P - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,PAYOUT_1,int,,4,10/0,TRUE,"payout method - C - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,PAYOUT_2,int,,4,10/0,TRUE,"payout method - M - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,PAYOUT_3,int,,4,10/0,TRUE,"payout method - T - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,PAYOUT_4,int,,4,10/0,TRUE,"payout method - S - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,PAYOUT_5,int,,4,10/0,TRUE,"payout method - D - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,PAYOUT_6,int,,4,10/0,TRUE,"payout method - O - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,PAYOUT_7,int,,4,10/0,TRUE,"payout method - N - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,PAYOUT_C,int,,4,10/0,TRUE,"payout method - C - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,PAYOUT_D,int,,4,10/0,TRUE,"payout method - D - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,PAYOUT_M,int,,4,10/0,TRUE,"payout method - M - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,PAYOUT_N,int,,4,10/0,TRUE,"payout method - N - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,PAYOUT_O,int,,4,10/0,TRUE,"payout method - O - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,PAYOUT_P,int,,4,10/0,TRUE,"payout method - P - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,PAYOUT_S,int,,4,10/0,TRUE,"payout method - S - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,PAYOUT_T,int,,4,10/0,TRUE,"payout method - T - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,PAYOUT_X,int,,4,10/0,TRUE,"payout method - X - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,RECEIVER_FRAUD,int,,4,10/0,TRUE,how many frauds have been the receiver involved,,,
Envio,Fraud,Fraud_Vectors_V2_1,RECEIVER_TRANSACTION_COUNT,int,,4,10/0,TRUE,How many transactions have received the receiver,,,
Envio,Fraud,Fraud_Vectors_V2_1,SENDER_DAYS_TO_LAST_TRANSACTION,int,,4,10/0,TRUE,Days since previous sender transaction,,,
Envio,Fraud,Fraud_Vectors_V2_1,SENDER_FRAUD,int,,4,10/0,TRUE,how many frauds have been the sender involved,,,
Envio,Fraud,Fraud_Vectors_V2_1,SENDER_MINUTES_SINCE_LAST_TRANSACTION,int,,4,10/0,TRUE,Minutes since previous sender transaction,,,
Envio,Fraud,Fraud_Vectors_V2_1,SENDER_SENDING_DAYS,int,,4,10/0,TRUE,How many days have been since the sender started doing transacions,,,
Envio,Fraud,Fraud_Vectors_V2_1,TRANSACTION_UNIQUE,varchar,,50,0/0,TRUE,"Unique transaction identifier, concatenation ID_BRANCH-ID_RECEIVER",,,
Envio,Fraud,Fraud_Vectors_V2_1,TX_BRANCITY,int,,4,10/0,TRUE,Transaction count per sender and branch city,,,
Envio,Fraud,Fraud_Vectors_V2_1,WEEKDAY_1,int,,4,10/0,TRUE,"Weekday when the transaction was created - MON - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,WEEKDAY_1.0,int,,4,10/0,TRUE,"Weekday when the transaction was created - TUE - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,WEEKDAY_2,int,,4,10/0,TRUE,"Weekday when the transaction was created - TUE - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,WEEKDAY_2.0,int,,4,10/0,TRUE,"Weekday when the transaction was created - WED - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,WEEKDAY_3,int,,4,10/0,TRUE,"Weekday when the transaction was created - WED- 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,WEEKDAY_3.0,int,,4,10/0,TRUE,"Weekday when the transaction was created - THU - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,WEEKDAY_4,int,,4,10/0,TRUE,"Weekday when the transaction was created - THU - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,WEEKDAY_4.0,int,,4,10/0,TRUE,"Weekday when the transaction was created - FRI - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,WEEKDAY_5,int,,4,10/0,TRUE,"Weekday when the transaction was created - FRI - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,WEEKDAY_5.0,int,,4,10/0,TRUE,"Weekday when the transaction was created - SAT - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,WEEKDAY_6,int,,4,10/0,TRUE,"Weekday when the transaction was created - SAT - 1 - Yes, 0 - No",,,
Envio,Fraud,Fraud_Vectors_V2_1,WEEKDAY_6.0,int,,4,10/0,TRUE,"Weekday when the transaction was created - SUN - 1 - Yes, 0 - No",,,
Envio,dba,FUNDS_ORIGIN,ID_FUND,int,,4,10/0,FALSE,Funds origin ID,,,
Envio,dba,FUNDS_ORIGIN,NAME_FUND,varchar,,-1,0/0,TRUE,Funds Origin name,,,
Envio,dba,FUNDS_ORIGIN,ORDERVIEW,int,,4,10/0,TRUE,Display order,,,
Envio,dba,GROUP_BRANCH,ALLOW_BEN_CHANGES,char,N,1,0/0,TRUE,,,,
Envio,dba,GROUP_BRANCH,ALLOW_DEP_FAX_NOT,char,N,1,0/0,TRUE,Idicates if the Group is able to notify deposits using ViaCash (Y/N),,,
Envio,dba,GROUP_BRANCH,AllowInstantMod,varchar,,1,0/0,TRUE,,,,
Envio,dba,GROUP_BRANCH,ALTERNATIVE_COUNT,numeric,,5,38/38,TRUE,,,,
Envio,dba,GROUP_BRANCH,ALTERNATIVE_TOP,numeric,,5,38/38,TRUE,,,,
Envio,dba,GROUP_BRANCH,BALANCE_GROUP,numeric,,9,38/38,TRUE,,,,
Envio,dba,GROUP_BRANCH,BALANCE_MATCH,numeric,,9,38/38,TRUE,,,,
Envio,dba,GROUP_BRANCH,BRANCHES,varchar,,100,0/0,TRUE,,,,
Envio,dba,GROUP_BRANCH,CHECK_RATE_ONLINE,char,N,1,0/0,TRUE,,,,
Envio,dba,GROUP_BRANCH,CONS_LAST_TRANS,numeric,,9,38/38,TRUE,,,,
Envio,dba,GROUP_BRANCH,CREDIT_GROUP,numeric,,9,38/38,TRUE,,,,
Envio,dba,GROUP_BRANCH,CREDITO_GROUP,numeric,,9,38/38,TRUE,,,,
Envio,dba,GROUP_BRANCH,DAILY_STATEMENT_TIME,char,,5,0/0,TRUE,,,,
Envio,dba,GROUP_BRANCH,DATE_CREA_MAIN_BRANCH,datetime,,8,23/3,TRUE,the Main Branch creation date,,,
Envio,dba,GROUP_BRANCH,DEBIT_GROUP,numeric,,9,38/38,TRUE,,,,
Envio,dba,GROUP_BRANCH,DEBITO_GROUP,numeric,,9,38/38,TRUE,,,,
Envio,dba,GROUP_BRANCH,DEBT_LIMIT,numeric,,9,38/38,TRUE,,,,
Envio,dba,GROUP_BRANCH,DEBT_LIMIT_MO,numeric,,9,38/38,TRUE,,,,
Envio,dba,GROUP_BRANCH,DEBT_LIMIT_WKND,numeric,,9,38/38,TRUE,,,,
Envio,dba,GROUP_BRANCH,DEBT_LIMIT_WKND_MO,numeric,,9,38/38,TRUE,,,,
Envio,dba,GROUP_BRANCH,DIFERENCE_EXCHANGE,numeric,,9,38/38,TRUE,,,,
Envio,dba,GROUP_BRANCH,DIR_INPUT,char,,60,0/0,TRUE,,,,
Envio,dba,GROUP_BRANCH,DIR_OUTPUT,char,,60,0/0,TRUE,,,,
Envio,dba,GROUP_BRANCH,EMAIL_GROUP,varchar,,300,0/0,TRUE,,,,
Envio,dba,GROUP_BRANCH,EMAIL_NOTIFICATIONS,char,N,1,0/0,TRUE,,,,
Envio,dba,GROUP_BRANCH,EMAIL_NOTIFICATIONS_TYPE,char,N,1,0/0,TRUE,"Type of EMail Notifications (H: HTML, P: PDF and A: All)",,,
Envio,dba,GROUP_BRANCH,EMAIL_OPERATIONS,varchar,,300,0/0,TRUE,,,,
Envio,dba,GROUP_BRANCH,FAX_NOTIFICATIONS,char,N,1,0/0,TRUE,,,,
Envio,dba,GROUP_BRANCH,FIN_ACHACCNUMBER,varchar,,20,0/0,TRUE,,,,
Envio,dba,GROUP_BRANCH,FIN_ACHACCNUMBER_COM,varchar,,20,0/0,TRUE,,,,
Envio,dba,GROUP_BRANCH,FIN_ACHACCROUTING,varchar,,9,0/0,TRUE,,,,
Envio,dba,GROUP_BRANCH,FIN_ACHACCROUTING_COM,varchar,,9,0/0,TRUE,,,,
